Entity,Code,Year,Cumulative CO₂ emissions by nation (tonnes),Lat,Lon,sealevel(inches)
Spain,ESP,2012,12836325330,40,4,9.326771644
Sri Lanka,LKA,2012,340418840,8,81,9.326771644
Sudan,SDN,2012,291950230,13,30,9.326771644
Suriname,SUR,2012,94512130,3.9193,56,9.326771644
Swaziland,,2012,29183030,27,31,9.326771644
Sweden,SWE,2012,4646265480,60,19,9.326771644
Switzerland,CHE,2012,2720055000,-26.522503,31.465866,9.326771644
Syria,SYR,2012,1626903740,34.802075,38.996815,9.326771644
Taiwan,TWN,2012,6791803750,23.69781,120.960515,9.326771644
Tajikistan,TJK,2012,262570000,38.861034,71.276093,9.326771644
Tanzania,TZA,2012,161867630,-6.369028,34.888822,9.326771644
Thailand,THA,2012,5485280200,15.870032,100.992541,9.326771644
Timor,TLS,2012,2240000,9,126,9.326771644
Togo,TGO,2012,45783970,8.619543,0.824782,9.326771644
Tonga,TON,2012,3336060,-21.178986,-175.198242,9.326771644
Trinidad and Tobago,TTO,2012,1237694930,10.691803,-61.222503,9.326771644
Tunisia,TUN,2012,679117140,33.886917,9.537499,9.326771644
Turkey,TUR,2012,7731088000,38.963745,35.243322,9.326771644
Turkmenistan,TKM,2012,1827000000,39,60,9.326771644
Turks and Caicos Islands,TCA,2012,2250000,22,72,9.326771644
Tuvalu,TUV,2012,230000,-7.109535,177.64933,9.326771644
Uganda,UGA,2012,70189410,1.373333,32.290275,9.326771644
Ukraine,UKR,2012,24625220000,48.379433,31.16558,9.326771644
United Arab Emirates,ARE,2012,3114980000,23,54,9.326771644
United Kingdom,GBR,2012,74879066380,55,3,9.326771644
United States,USA,2012,3.73E+11,37.09024,-95.712891,9.326771644
Uruguay,URY,2012,320085450,-32.522779,-55.765835,9.326771644
Uzbekistan,UZB,2012,5541870000,41.377491,64.585262,9.326771644
Vanuatu,VUT,2012,3480000,-15.376706,166.959158,9.326771644
Venezuela,VEN,2012,6717662170,6.42375,-66.58973,9.326771644
Vietnam,VNM,2012,2365403870,4.058324,108.277199,9.326771644
Yemen,YEM,2012,503800000,15.552727,48.516388,9.326771644
Yugoslavia,OWID_YGS,2012,0,45,20.4573.,9.326771644
Zambia,ZMB,2012,167090000,-13.133897,27.849332,9.326771644
Zanzibar,OWID_ZAN,2012,242220,-6.136,39.362,9.326771644
Zimbabwe,ZWE,2012,649826480,-19.015438,29.154857,9.326771644
Afghanistan,AFG,2013,133586990,33.93911,67.709953,8.980314951
Albania,ALB,2013,252958160,41.18,19.49,8.980314951
Algeria,DZA,2013,3529800000,28.033886,1.659626,8.980314951
Andorra,AND,2013,11770000,42.31,1.32,8.980314951
Angola,AGO,2013,486264850,-11.202692,17.873887,8.980314951
Anguilla,AIA,2013,2460000,18.213,-63.053,8.980314951
Antigua and Barbuda,ATG,2013,19521380,17.2,61.48,8.980314951
Argentina,ARG,2013,7173531120,36.3,60,8.980314951
Armenia,ARM,2013,249240000,40.069099,45.038189,8.980314951
Aruba,ABW,2013,70630000,12.52111,-69.968338,8.980314951
Australia,AUS,2013,15734673610,-25.274398,133.775136,8.980314951
Austria,AUT,2013,5043903170,47.516231,14.550072,8.980314951
Azerbaijan,AZE,2013,2316720000,40.143105,47.576927,8.980314951
Bahamas,BHS,2013,147457230,25.05,77.3963,8.980314951
Bahrain,BHR,2013,695376720,25.930414,50.637772,8.980314951
Bangladesh,BGD,2013,1047750000,23.684994,90.356331,8.980314951
Barbados,BRB,2013,46852650,13.193887,-59.543198,8.980314951
Belarus,BLR,2013,3772050000,53.7098,27.9534,8.980314951
Belgium,BEL,2013,11858884670,50.503887,4.469936,8.980314951
Belize,BLZ,2013,15056900,17.1899,88.498,8.980314951
Benin,BEN,2013,73914780,9.30769,2.315834,8.980314951
Bermuda,BMU,2013,24757500,9.30769,2.315834,8.980314951
Bhutan,BTN,2013,10050000,27.514162,90.433601,8.980314951
Bolivia,BOL,2013,382659750,-16.290154,-63.588653,8.980314951
Bosnia and Herzegovina,BIH,2013,742160000,43.916,17.679,8.980314951
Botswana,BWA,2013,102640000,-22.328,24.685,8.980314951
Brazil,BRA,2013,12343103060,-14.235004,-51.92528,8.980314951
Brunei,BRN,2013,263300000,4.535277,114.727669,8.980314951
Burundi,BDI,2013,8820000,3,30,8.980314951
Cambodia,KHM,2013,77014540,13,105,8.980314951
Cameroon,CMR,2013,167707860,7.369722,12.354722,8.980314951
Canada,CAN,2013,29633704720,56.130366,-106.346771,8.980314951
Cayman Islands,CYM,2013,13474680,19.313,-81.255,8.980314951
Chile,CHL,2013,2345406870,35.86166,104.195397,8.980314951
China,CHN,2013,1.64E+11,35.86166,104.195397,8.980314951
Christmas Island,CXR,2013,1332210,-10.447525,105.690449,8.980314951
Colombia,COL,2013,2795860270,4.570868,-74.297333,8.980314951
Cook Islands,COK,2013,1740000,-21.236736,-159.777671,8.980314951
Costa Rica,CRI,2013,201540910,9.748917,-83.753428,8.980314951
Cote d'Ivoire,CIV,2013,276579120,7.539989,-5.54708,8.980314951
Croatia,HRV,2013,912340000,45.099,15.2,8.980314951
Cuba,CUB,2013,1518254620,21.521757,-77.781167,8.980314951
Cyprus,CYP,2013,241209320,35.126413,33.429859,8.980314951
Czech Republic,CZE,2013,7877460000,49.817492,15.472962,8.980314951
Denmark,DNK,2013,3862010940,56.26392,9.501785,8.980314951
Djibouti,DJI,2013,16172590,11.825138,42.590275,8.980314951
Dominica,DMA,2013,3356700,15.414999,-61.370976,8.980314951
Dominican Republic,DOM,2013,587063340,18.735693,-70.162651,8.980314951
Ecuador,ECU,2013,944337700,-1.831239,-78.183406,8.980314951
Egypt,EGY,2013,4780340640,26.820553,30.802498,8.980314951
Eritrea,ERI,2013,13539730,15.179384,39.782334,8.980314951
Estonia,EST,2013,1074944610,58.595272,25.013607,8.980314951
Ethiopia,ETH,2013,160917020,9.145,40.489673,8.980314951
Faeroe Islands,FRO,2013,26022990,61.892635,-6.911806,8.980314951
Falkland Islands,FLK,2013,4672670,-51.796253,-59.523613,8.980314951
Fiji,FJI,2013,40495980,-16.578193,179.414413,8.980314951
Finland,FIN,2013,2880669010,61.92411,25.748151,8.980314951
France,FRA,2013,36174244570,46.227638,2.213749,8.980314951
French Guiana,GUF,2013,20627440,3.933889,-53.125782,8.980314951
Gabon,GAB,2013,224820000,-0.803689,11.609444,8.980314951
Gambia,GMB,2013,9836800,13.443182,-15.310139,8.980314951
Georgia,GEO,2013,555820000,42.315407,43.356892,8.980314951
Germany,DEU,2013,87444653310,51.166,10.452,8.980314951
Ghana,GHA,2013,260370150,7.946527,-1.023194,8.980314951
Gibraltar,GIB,2013,10831240,36.137741,-5.345374,8.980314951
Greece,GRC,2013,3592949040,39.074208,21.824312,8.980314951
Greenland,GRL,2013,28099820,71.706936,-42.604303,8.980314951
Grenada,GRD,2013,6289090,12.262776,-61.604171,8.980314951
Guadeloupe,GLP,2013,63516660,16.995971,-62.067641,8.980314951
Guatemala,GTM,2013,329298450,15.783471,-90.230759,8.980314951
Guinea,GIN,2013,67475150,9.945587,-9.696645,8.980314951
Guinea-Bissau,GNB,2013,8030740,11.803749,-15.180413,8.980314951
Guyana,GUY,2013,81491850,4.860416,-58.93018,8.980314951
Haiti,HTI,2013,57767660,18.971187,-72.285215,8.980314951
Honduras,HND,2013,191936430,15.199999,-86.241905,8.980314951
Hong Kong,HKG,2013,1321770000,22.396428,114.109497,8.980314951
Hungary,HUN,2013,4686170150,47.162494,19.503304,8.980314951
Iceland,ISL,2013,124380230,53.41291,-8.24389,8.980314951
India,IND,2013,39484084080,20.593684,78.96288,8.980314951
Indonesia,IDN,2013,10528863720,-0.789275,113.921327,8.980314951
Iran,IRN,2013,14117197340,32.427908,53.688046,8.980314951
Iraq,IRQ,2013,3290994150,33.223191,43.679291,8.980314951
Ireland,IRL,2013,1957271520,64.963051,-19.020835,8.980314951
Israel,ISR,2013,1978465740,31.046051,34.851612,8.980314951
Italy,ITA,2013,22208347730,41.87194,12.56738,8.980314951
Jamaica,JAM,2013,394392250,18.109581,-77.297508,8.980314951
Japan,JPN,2013,57667385450,36.204824,138.252924,8.980314951
Jordan,JOR,2013,533977920,30.585164,36.238414,8.980314951
Kazakhstan,KAZ,2013,11311270000,48.1,66.927,8.980314951
Kenya,KEN,2013,357247600,-0.023559,37.906193,8.980314951
Kiribati,KIR,2013,1620000,-3.370417,-168.734039,8.980314951
Kuwait,KWT,2013,2228299030,29.31166,47.481766,8.980314951
Kyrgyzstan,KGZ,2013,454250000,41.20438,74.766098,8.980314951
Laos,LAO,2013,29866530,19.85627,102.495496,8.980314951
Latvia,LVA,2013,587775450,56.879635,24.603189,8.980314951
Lebanon,LBN,2013,560380800,33.854721,35.862285,8.980314951
Lesotho,LSO,2013,46190000,-29.609988,28.233608,8.980314951
Libya,LBY,2013,1749411560,26.3351,17.228331,8.980314951
Liechtenstein,LIE,2013,5070000,47.166,9.555373,8.980314951
Lithuania,LTU,2013,957130000,55.169438,23.881275,8.980314951
Luxembourg,LUX,2013,686712690,49.815273,6.129583,8.980314951
Macao,MAC,2013,46328450,43.750298,7.412841,8.980314951
Macedonia,MKD,2013,532720000,41.608635,21.745275,8.980314951
Madagascar,MDG,2013,71638830,-18.766947,46.869107,8.980314951
Malawi,MWI,2013,38340000,-13.254308,34.301525,8.980314951
Malaysia,MYS,2013,4169480000,4.210484,101.975766,8.980314951
Maldives,MDV,2013,13980000,3.202778,73.22068,8.980314951
Mali,MLI,2013,27120000,17.570692,-3.996166,8.980314951
Malta,MLT,2013,91615330,35.937496,14.375416,8.980314951
Marshall Islands,MHL,2013,1810000,7.131474,171.184478,8.980314951
Martinique,MTQ,2013,67866860,14.641528,-61.024174,8.980314951
Mauritania,MRT,2013,57050000,21.00789,-10.940835,8.980314951
Mauritius,MUS,2013,85599850,-20.348404,57.552152,8.980314951
Mexico,MEX,2013,16995114710,24,103,8.980314951
Middle East,,2013,55537034690,29,43,8.980314951
Moldova,MDA,2013,734230000,47.411631,28.369885,8.980314951
Mongolia,MNG,2013,437535410,46.862496,103.846656,8.980314951
Montenegro,MNE,2013,99780000,42.708678,19.37439,8.980314951
Montserrat,MSR,2013,1360000,16.742498,-62.187366,8.980314951
Morocco,MAR,2013,1346583350,31.791702,-7.09262,8.980314951
Mozambique,MOZ,2013,127091230,-18.665695,35.529562,8.980314951
Myanmar,MMR,2013,417009190,21.913965,95.956223,8.980314951
Namibia,NAM,2013,48510000,-22.95764,18.49041,8.980314951
Nauru,NRU,2013,4410000,-0.522778,166.931503,8.980314951
Nepal,NPL,2013,84667000,28.394857,84.124008,8.980314951
Netherlands,NLD,2013,10677237880,52.132633,5.291266,8.980314951
New Caledonia,NCL,2013,114294730,-20.904305,165.618042,8.980314951
New Zealand,NZL,2013,1636563440,-40.900557,174.885971,8.980314951
Nicaragua,NIC,2013,141694820,12.865416,-85.207229,8.980314951
Niger,NER,2013,35295690,17.607789,8.081666,8.980314951
Nigeria,NGA,2013,2981952640,9.081999,8.675277,8.980314951
Niue,NIU,2013,170000,-19.054445,-169.867233,8.980314951
North Korea,PRK,2013,4803003460,40.4,127.51,8.980314951
Norway,NOR,2013,2408524470,60.472024,8.468946,8.980314951
Oman,OMN,2013,825210000,21.512583,55.923255,8.980314951
Pakistan,PAK,2013,3685450000,30.375321,69.345116,8.980314951
Panama,PAN,2013,234037990,8.537981,-80.782127,8.980314951
Papua New Guinea,PNG,2013,125063190,-6.314993,143.95555,8.980314951
Paraguay,PRY,2013,128231570,-23.442503,-58.443832,8.980314951
Peru,PER,2013,1613644340,-9.189967,-75.015152,8.980314951
Philippines,PHL,2013,2525395020,12.879721,121.774017,8.980314951
Poland,POL,2013,25607929720,51.919438,19.145136,8.980314951
Portugal,PRT,2013,2268364900,39.399872,-8.224454,8.980314951
Puerto Rico,PRI,2013,209190,18.220833,-66.590149,8.980314951
Qatar,QAT,2013,1409068250,25.354826,51.183884,8.980314951
Reunion,REU,2013,86135990,-21.115141,55.536384,8.980314951
Romania,ROU,2013,8007152490,45.943161,24.96676,8.980314951
Russia,RUS,2013,94027190000,61.52401,105.318756,8.980314951
Rwanda,RWA,2013,21660000,-1.940278,29.873888,8.980314951
Saint Helena,SHN,2013,270000,-24.143474,-10.030696,8.980314951
Samoa,WSM,2013,5580740,-13.759029,-172.104629,8.980314951
Saudi Arabia,SAU,2013,11367383050,23.885942,45.079162,8.980314951
Senegal,SEN,2013,175025990,14.497401,-14.452362,8.980314951
Serbia,SRB,2013,2220290000,45,20,8.980314951
Seychelles,SYC,2013,12610000,5,55,8.980314951
Singapore,SGP,2013,1695913330,1.352083,103.819836,8.980314951
Slovakia,SVK,2013,2590710000,46.151241,14.995463,8.980314951
Slovenia,SVN,2013,702250000,46.151241,14.995463,8.980314951
Solomon Islands,SLB,2013,6265050,10,160,8.980314951
Somalia,SOM,2013,28452150,2,45,8.980314951
South Africa,ZAF,2013,17945578540,-30.559482,22.937506,8.980314951
South Korea,KOR,2013,13426492930,36,128,8.980314951
South Sudan,SSD,2013,27240000,7,31,8.980314951
Spain,ESP,2013,13089225330,40,4,8.980314951
Sri Lanka,LKA,2013,355898840,8,81,8.980314951
Sudan,SDN,2013,307410230,13,30,8.980314951
Suriname,SUR,2013,96432130,3.9193,56,8.980314951
Swaziland,,2013,30273030,27,31,8.980314951
Sweden,SWE,2013,4691145480,60,19,8.980314951
Switzerland,CHE,2013,2763255000,-26.522503,31.465866,8.980314951
Syria,SYR,2013,1663313740,34.802075,38.996815,8.980314951
Taiwan,TWN,2013,7052023750,23.69781,120.960515,8.980314951
Tajikistan,TJK,2013,266050000,38.861034,71.276093,8.980314951
Tanzania,TZA,2013,173037630,-6.369028,34.888822,8.980314951
Thailand,THA,2013,5785120200,15.870032,100.992541,8.980314951
Timor,TLS,2013,2680000,9,126,8.980314951
Togo,TGO,2013,48443970,8.619543,0.824782,8.980314951
Tonga,TON,2013,3446060,-21.178986,-175.198242,8.980314951
Trinidad and Tobago,TTO,2013,1284194930,10.691803,-61.222503,8.980314951
Tunisia,TUN,2013,706757140,33.886917,9.537499,8.980314951
Turkey,TUR,2013,8078838000,38.963745,35.243322,8.980314951
Turkmenistan,TKM,2013,1893680000,39,60,8.980314951
Turks and Caicos Islands,TCA,2013,2450000,22,72,8.980314951
Tuvalu,TUV,2013,240000,-7.109535,177.64933,8.980314951
Uganda,UGA,2013,75059410,1.373333,32.290275,8.980314951
Ukraine,UKR,2013,24921100000,48.379433,31.16558,8.980314951
United Arab Emirates,ARE,2013,3285550000,23,54,8.980314951
United Kingdom,GBR,2013,75352766380,55,3,8.980314951
United States,USA,2013,3.78E+11,37.09024,-95.712891,8.980314951
Uruguay,URY,2013,327665450,-32.522779,-55.765835,8.980314951
Uzbekistan,UZB,2013,5645140000,41.377491,64.585262,8.980314951
Vanuatu,VUT,2013,3590000,-15.376706,166.959158,8.980314951
Venezuela,VEN,2013,6901432170,6.42375,-66.58973,8.980314951
Vietnam,VNM,2013,2512513870,4.058324,108.277199,8.980314951
Yemen,YEM,2013,529280000,15.552727,48.516388,8.980314951
Yugoslavia,OWID_YGS,2013,0,45,20.4573.,8.980314951
Zambia,ZMB,2013,171040000,-13.133897,27.849332,8.980314951
Zanzibar,OWID_ZAN,2013,242220,-6.136,39.362,8.980314951
Zimbabwe,ZWE,2013,661496480,-19.015438,29.154857,8.980314951
Afghanistan,AFG,2014,143386990,33.93911,67.709953,9
Albania,ALB,2014,258668160,41.18,19.49,9
Algeria,DZA,2014,3675080000,28.033886,1.659626,9
Andorra,AND,2014,12230000,42.31,1.32,9
Angola,AGO,2014,520994850,-11.202692,17.873887,9
Anguilla,AIA,2014,2600000,18.213,-63.053,9
Antigua and Barbuda,ATG,2014,20051380,17.2,61.48,9
Argentina,ARG,2014,7377391120,36.3,60,9
Armenia,ARM,2014,254770000,40.069099,45.038189,9
Aruba,ABW,2014,71500000,12.52111,-69.968338,9
Australia,AUS,2014,16128243610,-25.274398,133.775136,9
Austria,AUT,2014,5108103170,47.516231,14.550072,9
Azerbaijan,AZE,2014,2354180000,40.143105,47.576927,9
Bahamas,BHS,2014,149867230,25.05,77.3963,9
Bahrain,BHR,2014,726686720,25.930414,50.637772,9
Bangladesh,BGD,2014,1120880000,23.684994,90.356331,9
Barbados,BRB,2014,48122650,13.193887,-59.543198,9
Belarus,BLR,2014,3833370000,53.7098,27.9534,9
Belgium,BEL,2014,11955424670,50.503887,4.469936,9
Belize,BLZ,2014,15546900,17.1899,88.498,9
Benin,BEN,2014,80224780,9.30769,2.315834,9
Bermuda,BMU,2014,25337500,9.30769,2.315834,9
Bhutan,BTN,2014,11050000,27.514162,90.433601,9
Bolivia,BOL,2014,403049750,-16.290154,-63.588653,9
Bosnia and Herzegovina,BIH,2014,764370000,43.916,17.679,9
Botswana,BWA,2014,109670000,-22.328,24.685,9
Brazil,BRA,2014,12872473060,-14.235004,-51.92528,9
Brunei,BRN,2014,272400000,4.535277,114.727669,9
Burundi,BDI,2014,9260000,3,30,9
Cambodia,KHM,2014,83694540,13,105,9
Cameroon,CMR,2014,174707860,7.369722,12.354722,9
Canada,CAN,2014,30206434720,56.130366,-106.346771,9
Cayman Islands,CYM,2014,14014680,19.313,-81.255,9
Chile,CHL,2014,2427896870,35.86166,104.195397,9
China,CHN,2014,1.75E+11,35.86166,104.195397,9
Christmas Island,CXR,2014,1332210,-10.447525,105.690449,9
Colombia,COL,2014,2879880270,4.570868,-74.297333,9
Cook Islands,COK,2014,1810000,-21.236736,-159.777671,9
Costa Rica,CRI,2014,209290910,9.748917,-83.753428,9
Cote d'Ivoire,CIV,2014,287619120,7.539989,-5.54708,9
Croatia,HRV,2014,930120000,45.099,15.2,9
Cuba,CUB,2014,1553064620,21.521757,-77.781167,9
Cyprus,CYP,2014,248089320,35.126413,33.429859,9
Czech Republic,CZE,2014,7980260000,49.817492,15.472962,9
Denmark,DNK,2014,3899980940,56.26392,9.501785,9
Djibouti,DJI,2014,16892590,11.825138,42.590275,9
Dominica,DMA,2014,3496700,15.414999,-61.370976,9
Dominican Republic,DOM,2014,608583340,18.735693,-70.162651,9
Ecuador,ECU,2014,988217700,-1.831239,-78.183406,9
Egypt,EGY,2014,4982070640,26.820553,30.802498,9
Eritrea,ERI,2014,14239730,15.179384,39.782334,9
Estonia,EST,2014,1093854610,58.595272,25.013607,9
Ethiopia,ETH,2014,172507020,9.145,40.489673,9
Faeroe Islands,FRO,2014,26622990,61.892635,-6.911806,9
Falkland Islands,FLK,2014,4722670,-51.796253,-59.523613,9
Fiji,FJI,2014,41665980,-16.578193,179.414413,9
Finland,FIN,2014,2928429010,61.92411,25.748151,9
France,FRA,2014,36505974570,46.227638,2.213749,9
French Guiana,GUF,2014,21357440,3.933889,-53.125782,9
Gabon,GAB,2014,230010000,-0.803689,11.609444,9
Gambia,GMB,2014,10346800,13.443182,-15.310139,9
Georgia,GEO,2014,564800000,42.315407,43.356892,9
Germany,DEU,2014,88239483310,51.166,10.452,9
Ghana,GHA,2014,274820150,7.946527,-1.023194,9
Gibraltar,GIB,2014,11361240,36.137741,-5.345374,9
Greece,GRC,2014,3671609040,39.074208,21.824312,9
Greenland,GRL,2014,28609820,71.706936,-42.604303,9
Grenada,GRD,2014,6529090,12.262776,-61.604171,9
Guadeloupe,GLP,2014,66076660,16.995971,-62.067641,9
Guatemala,GTM,2014,347608450,15.783471,-90.230759,9
Guinea,GIN,2014,69925150,9.945587,-9.696645,9
Guinea-Bissau,GNB,2014,8300740,11.803749,-15.180413,9
Guyana,GUY,2014,83501850,4.860416,-58.93018,9
Haiti,HTI,2014,60627660,18.971187,-72.285215,9
Honduras,HND,2014,201396430,15.199999,-86.241905,9
Hong Kong,HKG,2014,1367950000,22.396428,114.109497,9
Hungary,HUN,2014,4730200150,47.162494,19.503304,9
Iceland,ISL,2014,127670230,53.41291,-8.24389,9
India,IND,2014,41720634080,20.593684,78.96288,9
Indonesia,IDN,2014,10992663720,-0.789275,113.921327,9
Iran,IRN,2014,14766147340,32.427908,53.688046,9
Iraq,IRQ,2014,3459304150,33.223191,43.679291,9
Ireland,IRL,2014,1993901520,64.963051,-19.020835,9
Israel,ISR,2014,2043015740,31.046051,34.851612,9
Italy,ITA,2014,22555417730,41.87194,12.56738,9
Jamaica,JAM,2014,401812250,18.109581,-77.297508,9
Japan,JPN,2014,58933985450,36.204824,138.252924,9
Jordan,JOR,2014,560407920,30.585164,36.238414,9
Kazakhstan,KAZ,2014,11556340000,48.1,66.927,9
Kenya,KEN,2014,371517600,-0.023559,37.906193,9
Kiribati,KIR,2014,1680000,-3.370417,-168.734039,9
Kuwait,KWT,2014,2323629030,29.31166,47.481766,9
Kyrgyzstan,KGZ,2014,463850000,41.20438,74.766098,9
Laos,LAO,2014,31816530,19.85627,102.495496,9
Latvia,LVA,2014,594925450,56.879635,24.603189,9
Lebanon,LBN,2014,584430800,33.854721,35.862285,9
Lesotho,LSO,2014,48660000,-29.609988,28.233608,9
Libya,LBY,2014,1806361560,26.3351,17.228331,9
Liechtenstein,LIE,2014,5230000,47.166,9.555373,9
Lithuania,LTU,2014,970000000,55.169438,23.881275,9
Luxembourg,LUX,2014,696512690,49.815273,6.129583,9
Macao,MAC,2014,47608450,43.750298,7.412841,9
Macedonia,MKD,2014,540220000,41.608635,21.745275,9
Madagascar,MDG,2014,74708830,-18.766947,46.869107,9
Malawi,MWI,2014,39620000,-13.254308,34.301525,9
Malaysia,MYS,2014,4412100000,4.210484,101.975766,9
Maldives,MDV,2014,15310000,3.202778,73.22068,9
Mali,MLI,2014,28530000,17.570692,-3.996166,9
Malta,MLT,2014,94095330,35.937496,14.375416,9
Marshall Islands,MHL,2014,1910000,7.131474,171.184478,9
Martinique,MTQ,2014,70166860,14.641528,-61.024174,9
Mauritania,MRT,2014,59760000,21.00789,-10.940835,9
Mauritius,MUS,2014,89819850,-20.348404,57.552152,9
Mexico,MEX,2014,17474994710,24,103,9
Middle East,,2014,58184547000,29,43,9
Moldova,MDA,2014,739160000,47.411631,28.369885,9
Mongolia,MNG,2014,458355410,46.862496,103.846656,9
Montenegro,MNE,2014,101990000,42.708678,19.37439,9
Montserrat,MSR,2014,1410000,16.742498,-62.187366,9
Morocco,MAR,2014,1406393350,31.791702,-7.09262,9
Mozambique,MOZ,2014,135511230,-18.665695,35.529562,9
Myanmar,MMR,2014,438619190,21.913965,95.956223,9
Namibia,NAM,2014,52260000,-22.95764,18.49041,9
Nauru,NRU,2014,4460000,-0.522778,166.931503,9
Nepal,NPL,2014,92687000,28.394857,84.124008,9
Netherlands,NLD,2014,10835277880,52.132633,5.291266,9
New Caledonia,NCL,2014,118584730,-20.904305,165.618042,9
New Zealand,NZL,2014,1672143440,-40.900557,174.885971,9
Nicaragua,NIC,2014,146554820,12.865416,-85.207229,9
Niger,NER,2014,37425690,17.607789,8.081666,9
Nigeria,NGA,2014,3078152640,9.081999,8.675277,9
Niue,NIU,2014,180000,-19.054445,-169.867233,9
North Korea,PRK,2014,4843493460,40.4,127.51,9
Norway,NOR,2014,2452494470,60.472024,8.468946,9
Oman,OMN,2014,886330000,21.512583,55.923255,9
Pakistan,PAK,2014,3851610000,30.375321,69.345116,9
Panama,PAN,2014,242827990,8.537981,-80.782127,9
Papua New Guinea,PNG,2014,131373190,-6.314993,143.95555,9
Paraguay,PRY,2014,133931570,-23.442503,-58.443832,9
